id,value_encoded,value_category
43849384,1,Fair_Value
1107384550871979597,0,Poor_Value
670192627444297113,0,Poor_Value
4302138,2,Excellent_Value
639731017532803601,0,Poor_Value
23699151,1,Fair_Value
1389860848554417106,1,Fair_Value
1218372224139152827,2,Excellent_Value
868094594508329236,1,Fair_Value
3563261,2,Excellent_Value
34975998,2,Excellent_Value
51103339,0,Poor_Value
39578138,1,Fair_Value
1311796091321291045,2,Excellent_Value
1011670545335515511,1,Fair_Value
697761763735639402,1,Fair_Value
49634300,0,Poor_Value
1369681653034895077,2,Excellent_Value
1512469177318328103,0,Poor_Value
1455857971834085982,1,Fair_Value
839131479607690386,1,Fair_Value
808857131582731391,0,Poor_Value
1201566039566363183,1,Fair_Value
1449488854479909410,2,Excellent_Value
53949718,0,Poor_Value
1381524505988557957,2,Excellent_Value
1080335,1,Fair_Value
808623187874083302,0,Poor_Value
1407881,1,Fair_Value
1133399341737500640,2,Excellent_Value
50509087,0,Poor_Value
895686730194170896,0,Poor_Value
36588067,1,Fair_Value
1445742144278000015,0,Poor_Value
50119879,0,Poor_Value
49840993,1,Fair_Value
1361826366277271356,1,Fair_Value
49802527,1,Fair_Value
784018502774200515,0,Poor_Value
1247125838521754402,0,Poor_Value
45958586,2,Excellent_Value
4616040,0,Poor_Value
1510931354296384392,0,Poor_Value
669523517644378760,1,Fair_Value
29211699,0,Poor_Value
43712950,0,Poor_Value
1003260386797219134,0,Poor_Value
697765232791508065,1,Fair_Value
28407357,0,Poor_Value
1400240853730499923,1,Fair_Value
40640033,1,Fair_Value
1297375281180499726,2,Excellent_Value
33457138,1,Fair_Value
1374664891534682382,0,Poor_Value
1457037965672403942,2,Excellent_Value
50892859,1,Fair_Value
38129278,0,Poor_Value
789549,1,Fair_Value
1206726537313824140,1,Fair_Value
33451367,0,Poor_Value
44618237,1,Fair_Value
625362578459065620,0,Poor_Value
1016818775562861047,1,Fair_Value
1094496710504632633,1,Fair_Value
592806403426207689,0,Poor_Value
40898375,1,Fair_Value
928271252742364843,1,Fair_Value
1462637770892085753,1,Fair_Value
876250321317414390,0,Poor_Value
1242761490219177652,1,Fair_Value
1075455690093884414,0,Poor_Value
31410597,2,Excellent_Value
1368962641610321926,2,Excellent_Value
853502389803550253,2,Excellent_Value
1282977332719872555,1,Fair_Value
1278388261109140801,2,Excellent_Value
15663411,2,Excellent_Value
659443909219219807,2,Excellent_Value
1404441524593373436,2,Excellent_Value
1015540345885355439,1,Fair_Value
688987803798723994,0,Poor_Value
36076135,0,Poor_Value
2633036,2,Excellent_Value
885588394276898086,0,Poor_Value
1351598216627820091,0,Poor_Value
1152868487393288058,2,Excellent_Value
27107519,2,Excellent_Value
7602987,1,Fair_Value
34206714,1,Fair_Value
29211677,0,Poor_Value
27494291,2,Excellent_Value
51360842,2,Excellent_Value
52085366,2,Excellent_Value
8052241,2,Excellent_Value
909001076303924348,1,Fair_Value
1130289759924764316,1,Fair_Value
1050125506262328665,2,Excellent_Value
1119519275542668996,0,Poor_Value
45507467,0,Poor_Value
1018791925951710727,0,Poor_Value
14919723,1,Fair_Value
674632552349199208,2,Excellent_Value
733597679469591879,2,Excellent_Value
1474380051206538821,0,Poor_Value
48975571,0,Poor_Value
39445265,1,Fair_Value
22944965,1,Fair_Value
1292461734843263948,0,Poor_Value
54246793,2,Excellent_Value
49962794,2,Excellent_Value
1016873360054235983,0,Poor_Value
2214453,1,Fair_Value
14423829,0,Poor_Value
1130373127286636822,1,Fair_Value
1131161169252431044,0,Poor_Value
685620661188923442,2,Excellent_Value
1016821973314581589,0,Poor_Value
1086945730680840260,0,Poor_Value
27059580,1,Fair_Value
882566214231036222,0,Poor_Value
17715343,0,Poor_Value
970351150121324039,1,Fair_Value
867481206373204218,0,Poor_Value
882539014009597895,1,Fair_Value
28183559,0,Poor_Value
1072544311288263585,1,Fair_Value
31672520,1,Fair_Value
1084689803130844190,1,Fair_Value
1508858592447694379,2,Excellent_Value
811405833744499128,0,Poor_Value
23943856,0,Poor_Value
31596642,2,Excellent_Value
13045708,1,Fair_Value
673737975001278152,1,Fair_Value
574169011354786703,2,Excellent_Value
1313935198775893566,0,Poor_Value
35916856,2,Excellent_Value
1163752384797831196,2,Excellent_Value
1237726165115370368,2,Excellent_Value
1117481886361739082,2,Excellent_Value
9809506,2,Excellent_Value
1332084310365015466,0,Poor_Value
845133518126186899,2,Excellent_Value
9406533,0,Poor_Value
50725440,0,Poor_Value
44683264,2,Excellent_Value
13785500,0,Poor_Value
15177460,2,Excellent_Value
741942970340002468,0,Poor_Value
27598470,0,Poor_Value
10458279,0,Poor_Value
48244651,0,Poor_Value
1394685663810455094,1,Fair_Value
1164075662643084225,2,Excellent_Value
862351165459562541,0,Poor_Value
811390863287058201,0,Poor_Value
1423273122949994015,2,Excellent_Value
1143043703320633382,0,Poor_Value
1497250149597076734,2,Excellent_Value
22690484,2,Excellent_Value
1039304763967907614,1,Fair_Value
6019194,1,Fair_Value
34287875,2,Excellent_Value
48698546,1,Fair_Value
1445742156677604854,0,Poor_Value
1003427484970056903,0,Poor_Value
1424786949213004738,0,Poor_Value
646463448633693017,0,Poor_Value
1348687633229879890,1,Fair_Value
1483029785147909823,2,Excellent_Value
29898423,2,Excellent_Value
1419722631690713995,1,Fair_Value
42408462,2,Excellent_Value
7225602,2,Excellent_Value
25343891,0,Poor_Value
1372242222173571904,1,Fair_Value
13298213,2,Excellent_Value
604937909760796931,1,Fair_Value
1276845303383765220,2,Excellent_Value
1156902914758588477,0,Poor_Value
600736058638621628,1,Fair_Value
16839850,2,Excellent_Value
46473767,2,Excellent_Value
1163160804730203306,2,Excellent_Value
28349156,1,Fair_Value
1065504500556357133,1,Fair_Value
6522477,0,Poor_Value
46780128,0,Poor_Value
1379384630798496425,1,Fair_Value
1419814561251513289,0,Poor_Value
861838655291481867,0,Poor_Value
45223836,2,Excellent_Value
36429526,0,Poor_Value
1356745741931249437,1,Fair_Value
1372580380426961787,1,Fair_Value
1016566809859683955,0,Poor_Value
1017412262880168017,0,Poor_Value
1272690441566892011,2,Excellent_Value
1360004881065465269,0,Poor_Value
1510523785749149391,0,Poor_Value
1377647073312123817,0,Poor_Value
610446947094958007,2,Excellent_Value
950279385959888345,1,Fair_Value
1315301630834179167,2,Excellent_Value
751452769136985751,0,Poor_Value
1370709305941593788,2,Excellent_Value
618376573934159841,2,Excellent_Value
1237643935151560258,1,Fair_Value
30266695,2,Excellent_Value
689842240630654819,2,Excellent_Value
7133283,2,Excellent_Value
53448199,2,Excellent_Value
1263929858670621217,0,Poor_Value
742277654241557284,0,Poor_Value
16413923,1,Fair_Value
664721999188825013,0,Poor_Value
848686527133622433,1,Fair_Value
1275755069863223059,0,Poor_Value
762365903901314818,1,Fair_Value
52205276,1,Fair_Value
7096414,2,Excellent_Value
13548671,0,Poor_Value
1394684212393532122,1,Fair_Value
1402997839718004403,1,Fair_Value
1284728199862924284,2,Excellent_Value
1003516198863121163,0,Poor_Value
43417493,0,Poor_Value
50138181,0,Poor_Value
50246644,0,Poor_Value
34450438,1,Fair_Value
467507,1,Fair_Value
34043438,2,Excellent_Value
199480,1,Fair_Value
39911005,0,Poor_Value
1355315617671211254,0,Poor_Value
773498117232132163,1,Fair_Value
1240007472678608756,1,Fair_Value
1460987479780224828,0,Poor_Value
1087149315349326932,1,Fair_Value
625362553679921720,0,Poor_Value
1003695942210631759,0,Poor_Value
1305153738551036475,1,Fair_Value
1232714468971718803,0,Poor_Value
21187925,1,Fair_Value
34511070,2,Excellent_Value
8208052,2,Excellent_Value
44683698,2,Excellent_Value
737277679357691697,2,Excellent_Value
898981586007790117,0,Poor_Value
1043748646220165881,2,Excellent_Value
7342996,0,Poor_Value
660443393936507444,2,Excellent_Value
724550037597453307,1,Fair_Value
9464234,2,Excellent_Value
16754403,2,Excellent_Value
5031660,2,Excellent_Value
1019689064681204132,0,Poor_Value
37174987,2,Excellent_Value
1385690494469225245,2,Excellent_Value
18853563,2,Excellent_Value
559735385697431438,2,Excellent_Value
45739694,2,Excellent_Value
33017026,1,Fair_Value
1346011158466352697,1,Fair_Value
802359492353937458,2,Excellent_Value
1463208255506592504,2,Excellent_Value
885050686295950192,2,Excellent_Value
47376278,1,Fair_Value
1062441871973708886,1,Fair_Value
32557678,1,Fair_Value
47728938,1,Fair_Value
13515364,2,Excellent_Value
613199460350211741,1,Fair_Value
1324788907909115888,1,Fair_Value
1401676511103019446,1,Fair_Value
53630998,1,Fair_Value
934170271649944308,0,Poor_Value
1325877840087564221,2,Excellent_Value
1350969664905237497,1,Fair_Value
1070842487324108107,2,Excellent_Value
35336292,1,Fair_Value
53260411,2,Excellent_Value
7617162,1,Fair_Value
884829457526133581,1,Fair_Value
1244590157493669487,2,Excellent_Value
15327674,1,Fair_Value
1124834977308269402,1,Fair_Value
23686364,1,Fair_Value
1300194826425390923,2,Excellent_Value
35938695,0,Poor_Value
1272787511206774317,2,Excellent_Value
1007193450010124530,1,Fair_Value
50384582,1,Fair_Value
998547548769428698,1,Fair_Value
1066097,2,Excellent_Value
1236955308126754338,0,Poor_Value
771698597111769983,1,Fair_Value
23757445,1,Fair_Value
1177135735451463811,1,Fair_Value
1369668596295431473,1,Fair_Value
24628573,0,Poor_Value
1110188395413595518,2,Excellent_Value
22375226,1,Fair_Value
568323121726876718,2,Excellent_Value
1208715454747091605,0,Poor_Value
1426946409257382710,2,Excellent_Value
715961511202981268,2,Excellent_Value
26921699,2,Excellent_Value
38999556,0,Poor_Value
610450579956817911,1,Fair_Value
844397192352621166,2,Excellent_Value
805951666468538876,1,Fair_Value
741235764208662796,1,Fair_Value
1447337205420047861,1,Fair_Value
1004652216945657546,0,Poor_Value
892213837749712621,0,Poor_Value
1033429653271068229,2,Excellent_Value
1116820822598935429,1,Fair_Value
1279133689322369548,2,Excellent_Value
31340134,2,Excellent_Value
740854796329815512,1,Fair_Value
1492820633779128444,0,Poor_Value
15255973,0,Poor_Value
49138120,0,Poor_Value
45178332,1,Fair_Value
1348889391046456172,2,Excellent_Value
1014798772769203329,0,Poor_Value
1016812924535441377,1,Fair_Value
25621756,1,Fair_Value
51497434,1,Fair_Value
671787174368199202,1,Fair_Value
1375002743551334017,1,Fair_Value
3907307,2,Excellent_Value
621013281538166083,1,Fair_Value
1128096927840820211,1,Fair_Value
39991558,1,Fair_Value
1101036168859194851,1,Fair_Value
607955208228847798,1,Fair_Value
905397546481202136,2,Excellent_Value
34711719,1,Fair_Value
604268938627203670,0,Poor_Value
1457755014474709922,0,Poor_Value
1294238385296963190,0,Poor_Value
1167532250634510164,0,Poor_Value
738460611547440263,0,Poor_Value
15873231,2,Excellent_Value
973423443450906270,1,Fair_Value
49348412,1,Fair_Value
974103198347047965,0,Poor_Value
39655448,2,Excellent_Value
21165478,0,Poor_Value
14488234,2,Excellent_Value
7933807,1,Fair_Value
9627161,2,Excellent_Value
2886898,2,Excellent_Value
1090014244282322921,1,Fair_Value
46737637,1,Fair_Value
1200829330528419120,0,Poor_Value
811938086603394455,2,Excellent_Value
45409522,0,Poor_Value
48962247,2,Excellent_Value
1186287441913155211,2,Excellent_Value
1333598592088090174,0,Poor_Value
787801450532977519,0,Poor_Value
786380952747476130,2,Excellent_Value
1330802167502645199,2,Excellent_Value
50707427,2,Excellent_Value
31309024,2,Excellent_Value
1307288497557927824,1,Fair_Value
52382902,2,Excellent_Value
946500756638614951,0,Poor_Value
1077652680412720756,2,Excellent_Value
21040786,0,Poor_Value
35312287,0,Poor_Value
1139945566072529290,1,Fair_Value
960756172731172680,0,Poor_Value
902280013972025861,1,Fair_Value
1260218217583186002,1,Fair_Value
750201919439770778,1,Fair_Value
6272183,1,Fair_Value
844967567710061038,2,Excellent_Value
39748000,0,Poor_Value
1223664738330024436,0,Poor_Value
628211031585337556,0,Poor_Value
1142149579654293168,2,Excellent_Value
1421924910764412638,0,Poor_Value
873213885872334438,2,Excellent_Value
30506989,2,Excellent_Value
1063956193858028011,0,Poor_Value
20663285,2,Excellent_Value
1396620845895019007,1,Fair_Value
24429125,1,Fair_Value
366811,2,Excellent_Value
6378414,0,Poor_Value
37781383,2,Excellent_Value
690548544716897755,2,Excellent_Value
832668295863648653,0,Poor_Value
8155586,0,Poor_Value
39418,2,Excellent_Value
1153618760412911954,0,Poor_Value
45613493,2,Excellent_Value
1314716838875587453,1,Fair_Value
1410266654695276406,0,Poor_Value
643255838175444672,1,Fair_Value
786735857366228887,1,Fair_Value
1449135011684951321,0,Poor_Value
1305151124636512046,2,Excellent_Value
29610600,0,Poor_Value
617960129636990673,2,Excellent_Value
1416611422210477293,0,Poor_Value
8860388,2,Excellent_Value
847810005582167621,2,Excellent_Value
53811884,1,Fair_Value
728891394574708800,1,Fair_Value
812463147035414812,0,Poor_Value
1340022343996653158,0,Poor_Value
1156551380854031215,0,Poor_Value
50136120,0,Poor_Value
762570451990598245,1,Fair_Value
668093992157787439,1,Fair_Value
1499525056145294094,2,Excellent_Value
53921228,1,Fair_Value
1075434070275571910,0,Poor_Value
1003442979944154688,1,Fair_Value
1052821810999290643,0,Poor_Value
1020342624322756536,0,Poor_Value
1378219513489177184,2,Excellent_Value
759560077470948937,1,Fair_Value
842063811903558443,0,Poor_Value
971690142002061307,2,Excellent_Value
39397523,0,Poor_Value
604393533360058448,0,Poor_Value
1125454747818069192,0,Poor_Value
18757990,0,Poor_Value
20073403,0,Poor_Value
842150395554996807,0,Poor_Value
19791944,2,Excellent_Value
32716563,1,Fair_Value
670353117780732206,1,Fair_Value
50707256,2,Excellent_Value
803164030733675393,2,Excellent_Value
1293642486898775241,0,Poor_Value
1115835506515398832,1,Fair_Value
4897595,2,Excellent_Value
16972812,0,Poor_Value
6684182,0,Poor_Value
1184204345327949036,2,Excellent_Value
949531176672665724,1,Fair_Value
7197094,0,Poor_Value
1352435467849804910,1,Fair_Value
881154782317830807,2,Excellent_Value
1178643945012198211,1,Fair_Value
1233449632058349796,0,Poor_Value
46393431,0,Poor_Value
26329118,2,Excellent_Value
1055348281015008702,0,Poor_Value
676412253849773288,0,Poor_Value
43836180,0,Poor_Value
49062947,0,Poor_Value
944970124716835928,0,Poor_Value
1514605013754741887,2,Excellent_Value
1107339958990615588,0,Poor_Value
7220035,1,Fair_Value
887885890330424325,1,Fair_Value
1331251049700103092,2,Excellent_Value
44577626,2,Excellent_Value
51864167,2,Excellent_Value
1463137947942287735,1,Fair_Value
6702058,2,Excellent_Value
1179873013359723492,2,Excellent_Value
23993124,0,Poor_Value
1342072497041008263,2,Excellent_Value
1325904743217359918,2,Excellent_Value
604358449687297567,0,Poor_Value
1069799246920248413,1,Fair_Value
47705504,0,Poor_Value
1412533938247356984,0,Poor_Value
950879972470792610,1,Fair_Value
1074346893503771079,2,Excellent_Value
1461580238444116080,2,Excellent_Value
851934114773378696,0,Poor_Value
1197111784319202393,1,Fair_Value
1141727311347009178,0,Poor_Value
1504321353274161406,1,Fair_Value
1100036338126324070,1,Fair_Value
1461612382815227185,1,Fair_Value
348714,1,Fair_Value
1427891277956383843,1,Fair_Value
28696499,2,Excellent_Value
8089174,0,Poor_Value
52324012,2,Excellent_Value
1511852295309010333,1,Fair_Value
881128757699128997,0,Poor_Value
49327047,2,Excellent_Value
43412641,2,Excellent_Value
1283762721095857207,2,Excellent_Value
38574990,2,Excellent_Value
563142025397118536,0,Poor_Value
11606260,1,Fair_Value
977985,0,Poor_Value
771857561356171913,2,Excellent_Value
11099399,0,Poor_Value
639916666719068674,1,Fair_Value
51783934,1,Fair_Value
791284584667149613,1,Fair_Value
602844262932247723,0,Poor_Value
1221214284717566809,1,Fair_Value
1460108318920112203,1,Fair_Value
1024716096482464773,0,Poor_Value
48274426,2,Excellent_Value
835668564220550985,2,Excellent_Value
849037265759929956,1,Fair_Value
52171550,2,Excellent_Value
685509021070560272,2,Excellent_Value
20886954,2,Excellent_Value
1148756355760698399,1,Fair_Value
661310941395658125,0,Poor_Value
1079877140581330935,2,Excellent_Value
1190918324449971137,2,Excellent_Value
1406803449470954973,0,Poor_Value
46418088,2,Excellent_Value
1516932610481368919,2,Excellent_Value
29277538,0,Poor_Value
45969507,2,Excellent_Value
558144288217784832,1,Fair_Value
713049089048315280,0,Poor_Value
35831509,2,Excellent_Value
6887043,1,Fair_Value
6291366,1,Fair_Value
1386618622635765135,2,Excellent_Value
994620357598482382,0,Poor_Value
1279058024868438189,1,Fair_Value
1012939445179622087,0,Poor_Value
1450885994857974727,0,Poor_Value
1166721972370101101,1,Fair_Value
11851088,1,Fair_Value
799695882318667281,1,Fair_Value
21726571,2,Excellent_Value
834343004658680634,1,Fair_Value
1221706673502293574,2,Excellent_Value
1100255933679658513,0,Poor_Value
1097894611202985500,0,Poor_Value
1151381358551495593,2,Excellent_Value
54178586,1,Fair_Value
711489327057223031,1,Fair_Value
1415902497888436498,2,Excellent_Value
1277706158336737368,0,Poor_Value
47938438,2,Excellent_Value
14759973,0,Poor_Value
25404682,0,Poor_Value
1505439938956675307,2,Excellent_Value
36210645,1,Fair_Value
36603528,0,Poor_Value
1018766490129450825,0,Poor_Value
558158445706605703,1,Fair_Value
1069995770261340011,0,Poor_Value
1025638895612796372,0,Poor_Value
750742784503515409,1,Fair_Value
1386489201959184655,0,Poor_Value
1515327508974187099,0,Poor_Value
1466642179452299423,1,Fair_Value
48715467,1,Fair_Value
1295029434276208228,0,Poor_Value
936899545920462679,2,Excellent_Value
1203191301894729646,2,Excellent_Value
1087952696897772965,2,Excellent_Value
992760682782637091,0,Poor_Value
1242083563950577061,0,Poor_Value
1311621447238501631,1,Fair_Value
293609,0,Poor_Value
1009636220860684845,1,Fair_Value
808621321452951240,0,Poor_Value
1109171,2,Excellent_Value
1304488478116131468,1,Fair_Value
33449922,0,Poor_Value
624238249806327544,1,Fair_Value
1458344807417892772,2,Excellent_Value
1431295875595809766,2,Excellent_Value
1439908089710757997,0,Poor_Value
23047369,2,Excellent_Value
49146682,1,Fair_Value
256176,2,Excellent_Value
1106592526463554182,1,Fair_Value
17849011,0,Poor_Value
1152947859307772889,1,Fair_Value
36145583,1,Fair_Value
44106348,2,Excellent_Value
32704052,2,Excellent_Value
24043927,2,Excellent_Value
42362884,1,Fair_Value
51025824,2,Excellent_Value
43858524,2,Excellent_Value
1080249220130372723,1,Fair_Value
29421648,1,Fair_Value
704548103786817515,2,Excellent_Value
10831610,0,Poor_Value
1164138230502187477,2,Excellent_Value
897034001270746931,2,Excellent_Value
904647924454688101,1,Fair_Value
53958367,2,Excellent_Value
30792774,2,Excellent_Value
604441387482091402,1,Fair_Value
54145511,1,Fair_Value
51771657,1,Fair_Value
16555497,2,Excellent_Value
664315,1,Fair_Value
1243637621677054266,1,Fair_Value
811381428084963837,0,Poor_Value
46966052,1,Fair_Value
761621944666167058,1,Fair_Value
689849353182828240,0,Poor_Value
1039801616708689955,1,Fair_Value
822648458930697542,1,Fair_Value
52731808,2,Excellent_Value
25434591,2,Excellent_Value
30913192,2,Excellent_Value
52241875,0,Poor_Value
52344498,0,Poor_Value
1206601525586537688,2,Excellent_Value
1019172164614522447,0,Poor_Value
1229929357671910737,0,Poor_Value
985072653138107021,0,Poor_Value
4305303,2,Excellent_Value
1510408811724859808,2,Excellent_Value
1173192292773450818,1,Fair_Value
702188150199494703,0,Poor_Value
1369219467831482072,0,Poor_Value
37770089,2,Excellent_Value
603783592600748521,0,Poor_Value
4745141,0,Poor_Value
1440054746699097947,0,Poor_Value
839973348782294568,1,Fair_Value
864827377077886910,0,Poor_Value
1209498613703679493,2,Excellent_Value
1224777113647882876,1,Fair_Value
1370577107818123216,0,Poor_Value
14475123,2,Excellent_Value
1313288468527432815,1,Fair_Value
800904657801390962,2,Excellent_Value
1110867057200949126,2,Excellent_Value
869691310125082306,0,Poor_Value
40590422,1,Fair_Value
1016840143169810130,1,Fair_Value
4995256,2,Excellent_Value
3908991,2,Excellent_Value
39243166,0,Poor_Value
1470536106318187909,1,Fair_Value
1340639201476143492,2,Excellent_Value
666429080014754802,1,Fair_Value
737096509340816862,2,Excellent_Value
811398602658236927,0,Poor_Value
33555438,1,Fair_Value
6092049,0,Poor_Value
1492443023537166655,1,Fair_Value
1019231839668012795,0,Poor_Value
45345653,0,Poor_Value
1461554754282698087,1,Fair_Value
1375668143461568002,0,Poor_Value
673728380926228229,1,Fair_Value
1298566131635713385,1,Fair_Value
1016778137422686647,0,Poor_Value
41001930,1,Fair_Value
35578022,0,Poor_Value
11082646,2,Excellent_Value
647382297406086429,2,Excellent_Value
2934998,1,Fair_Value
1385688493122908175,0,Poor_Value
54164798,1,Fair_Value
4068598,1,Fair_Value
13233167,1,Fair_Value
664548024100513019,2,Excellent_Value
797074335875849727,1,Fair_Value
698571605808562403,0,Poor_Value
676754596753800658,0,Poor_Value
19125378,2,Excellent_Value
1422566843270410146,2,Excellent_Value
1474207964471811986,0,Poor_Value
49261813,1,Fair_Value
929049130073020132,0,Poor_Value
784074726231127982,2,Excellent_Value
52974854,2,Excellent_Value
1065911187465187637,0,Poor_Value
1412484137529304153,0,Poor_Value
1342313569014050032,2,Excellent_Value
1303961541918091797,1,Fair_Value
666572245200900314,0,Poor_Value
862360025581186357,0,Poor_Value
1330766709626469946,1,Fair_Value
24731067,1,Fair_Value
44615066,2,Excellent_Value
679966636028227995,2,Excellent_Value
845066304339101996,1,Fair_Value
1041336066213032916,2,Excellent_Value
38616419,1,Fair_Value
1234358534053195970,1,Fair_Value
41591955,2,Excellent_Value
14538591,2,Excellent_Value
765155274514303752,2,Excellent_Value
1255826422233063578,0,Poor_Value
17419327,2,Excellent_Value
907450546523142484,1,Fair_Value
964412,0,Poor_Value
973962833436053933,2,Excellent_Value
1474143977410401416,0,Poor_Value
27155209,0,Poor_Value
24103085,1,Fair_Value
18631523,1,Fair_Value
611411609649826486,0,Poor_Value
62274,2,Excellent_Value
1160342448286466259,2,Excellent_Value
7698058,2,Excellent_Value
8974953,2,Excellent_Value
830412861545540206,0,Poor_Value
1345105004238500897,0,Poor_Value
1305149757643261745,2,Excellent_Value
53065936,1,Fair_Value
29654125,1,Fair_Value
1099578306656028846,1,Fair_Value
1426403683470994061,0,Poor_Value
1389441815715648940,1,Fair_Value
26276374,2,Excellent_Value
48973000,1,Fair_Value
1490034856853153848,2,Excellent_Value
3102139,1,Fair_Value
26231554,0,Poor_Value
1305700040823527325,2,Excellent_Value
14809720,1,Fair_Value
50705274,2,Excellent_Value
581195001365981742,0,Poor_Value
40274251,0,Poor_Value
53755960,2,Excellent_Value
954919910003861637,1,Fair_Value
35300219,2,Excellent_Value
1342782798355493524,2,Excellent_Value
953699647674939684,0,Poor_Value
848196227419995249,2,Excellent_Value
928868020614911619,2,Excellent_Value
1752371,1,Fair_Value
1239484283624297813,2,Excellent_Value
1173922781045455949,0,Poor_Value
1189257657335028299,1,Fair_Value
629846452511737950,0,Poor_Value
1439445,1,Fair_Value
51543775,0,Poor_Value
996554434311948378,0,Poor_Value
854290509575941977,2,Excellent_Value
15799840,0,Poor_Value
1121354670701442907,1,Fair_Value
54187345,1,Fair_Value
957975699001699482,2,Excellent_Value
1086445341628229904,0,Poor_Value
1401983456124347737,1,Fair_Value
1260231084095095238,0,Poor_Value
1062559480970023489,0,Poor_Value
812369640041249049,0,Poor_Value
36210464,0,Poor_Value
7038326,2,Excellent_Value
1287710906349057079,0,Poor_Value
31124126,2,Excellent_Value
1310228222977616357,1,Fair_Value
871926709210680770,0,Poor_Value
1445827825118057252,0,Poor_Value
52321576,0,Poor_Value
40086927,2,Excellent_Value
883289575615084114,1,Fair_Value
1013777733112577790,0,Poor_Value
704711349727708762,2,Excellent_Value
45955988,1,Fair_Value
35355371,2,Excellent_Value
763744892672618305,1,Fair_Value
879819345391989487,0,Poor_Value
1077104330805405298,1,Fair_Value
41544912,0,Poor_Value
9650878,2,Excellent_Value
51910269,0,Poor_Value
13391602,1,Fair_Value
784011658554027913,0,Poor_Value
30365397,0,Poor_Value
51171443,1,Fair_Value
49159053,2,Excellent_Value
1191502030217314380,0,Poor_Value
42123743,2,Excellent_Value
47799642,0,Poor_Value
1016509465096619387,0,Poor_Value
1477061415962851773,2,Excellent_Value
1368993888984710205,2,Excellent_Value
50812891,1,Fair_Value
602861501728530969,0,Poor_Value
760150944326620335,0,Poor_Value
827307345922751162,0,Poor_Value
952839949404714097,0,Poor_Value
808814447273523115,2,Excellent_Value
30817227,2,Excellent_Value
839264649160025071,1,Fair_Value
37283928,2,Excellent_Value
875390604152634650,0,Poor_Value
26396972,0,Poor_Value
1413231636435324266,2,Excellent_Value
808638039907096338,0,Poor_Value
1490594147437989348,0,Poor_Value
9315083,2,Excellent_Value
1418339900337293255,1,Fair_Value
1629330,0,Poor_Value
1305117835745382702,2,Excellent_Value
1280595483699451014,2,Excellent_Value
1465666939887151186,2,Excellent_Value
1255506952827984244,2,Excellent_Value
43703455,0,Poor_Value
28051732,0,Poor_Value
1190508692587639346,2,Excellent_Value
12092825,2,Excellent_Value
997955926669287417,2,Excellent_Value
40820223,0,Poor_Value
821987403674742598,2,Excellent_Value
1316824711855198670,0,Poor_Value
41750112,0,Poor_Value
1100207198215137102,2,Excellent_Value
996392910599903950,2,Excellent_Value
984407012636241050,1,Fair_Value
1404771022486725568,1,Fair_Value
37125617,1,Fair_Value
592950954865791900,1,Fair_Value
10852495,1,Fair_Value
1386996518953470915,1,Fair_Value
48183619,2,Excellent_Value
51669425,1,Fair_Value
32497883,1,Fair_Value
903908707310165411,2,Excellent_Value
1506140528219008050,0,Poor_Value
1263650637921066489,2,Excellent_Value
869797122375116819,2,Excellent_Value
24379811,2,Excellent_Value
670290799641467612,2,Excellent_Value
29877891,1,Fair_Value
48328462,1,Fair_Value
38071112,0,Poor_Value
7698814,2,Excellent_Value
746447896366370582,1,Fair_Value
1051137780319990793,1,Fair_Value
1163287338703698728,0,Poor_Value
40914346,1,Fair_Value
1320525987524353906,0,Poor_Value
53950471,1,Fair_Value
832932536894346807,0,Poor_Value
895921297999612792,2,Excellent_Value
12004930,2,Excellent_Value
733534758733739133,1,Fair_Value
10390318,0,Poor_Value
651357811574612456,1,Fair_Value
1145759549545667552,0,Poor_Value
13743956,1,Fair_Value
49840511,2,Excellent_Value
1461119650275429076,1,Fair_Value
1391577544181600613,0,Poor_Value
31130054,0,Poor_Value
47998604,0,Poor_Value
8339,0,Poor_Value
1214645535062950971,0,Poor_Value
39586486,2,Excellent_Value
1313147880898708124,2,Excellent_Value
831285327472387448,1,Fair_Value
18155734,2,Excellent_Value
981161742968845009,0,Poor_Value
1144750473109494101,0,Poor_Value
951560637801216773,2,Excellent_Value
40067689,1,Fair_Value
1209704920859328821,1,Fair_Value
821171875771710617,2,Excellent_Value
32335194,0,Poor_Value
1089412728416481720,2,Excellent_Value
39280910,1,Fair_Value
1513135732544746740,2,Excellent_Value
4204480,2,Excellent_Value
1143920492851572241,0,Poor_Value
40358803,0,Poor_Value
3904615,1,Fair_Value
1103194164130116846,0,Poor_Value
26334584,1,Fair_Value
1094952940109611495,1,Fair_Value
50680278,2,Excellent_Value
1208181184455217611,1,Fair_Value
50699294,1,Fair_Value
1169836686900669713,0,Poor_Value
31336123,1,Fair_Value
6820480,0,Poor_Value
21320936,2,Excellent_Value
905029246585258415,2,Excellent_Value
1482817674772557340,2,Excellent_Value
9791129,0,Poor_Value
976861403019785823,0,Poor_Value
1346934728623928721,0,Poor_Value
51872821,0,Poor_Value
1204434929576037776,2,Excellent_Value
1448182824153609635,0,Poor_Value
4623080,2,Excellent_Value
1284128189188913249,0,Poor_Value
13248008,0,Poor_Value
932790151928916941,2,Excellent_Value
1467432329293693594,1,Fair_Value
1028527917162280675,0,Poor_Value
16068498,2,Excellent_Value
36562354,2,Excellent_Value
1293664991969642605,0,Poor_Value
