host_id,id,value_encoded,value_category
86083871,52220400,0,Excellent_Value
37545226,25488939,0,Excellent_Value
118572305,1491575356526938357,2,Poor_Value
468914943,1498049013005621936,2,Poor_Value
875931,36804819,1,Fair_Value
1469393,32473990,0,Excellent_Value
126824075,1163302947357929155,2,Poor_Value
325755259,48033302,2,Poor_Value
327217707,41569652,0,Excellent_Value
438369492,54112934,1,Fair_Value
400322128,1388040912641244927,0,Excellent_Value
23719876,11241509,1,Fair_Value
57472601,608204414512098185,1,Fair_Value
661913733,1445863499817044124,0,Excellent_Value
3017970,18122710,0,Excellent_Value
1610207,1201591294840554962,1,Fair_Value
456822412,706622701100970112,2,Poor_Value
122957817,1452414876426487992,2,Poor_Value
34225543,32896487,0,Excellent_Value
1700823,33859591,2,Poor_Value
20704144,42815848,1,Fair_Value
16227521,806785482674212212,2,Poor_Value
441456373,1299334932000821793,0,Excellent_Value
246663575,34545696,2,Poor_Value
326084746,974742481897696393,1,Fair_Value
106640821,889172572529506681,1,Fair_Value
5805679,41691063,1,Fair_Value
22267033,20497174,2,Poor_Value
43378838,35594150,2,Poor_Value
210210810,1131393961109681229,0,Excellent_Value
146202663,47038790,1,Fair_Value
53631296,36076135,1,Fair_Value
7108129,4256683,2,Poor_Value
267895362,43547939,0,Excellent_Value
594839920,1218384870994902589,0,Excellent_Value
103339,25094,1,Fair_Value
499662709,845157240164988789,0,Excellent_Value
38292401,11315222,2,Poor_Value
13832870,21827349,2,Poor_Value
84305581,14088751,2,Poor_Value
25701588,1052821810999290643,1,Fair_Value
19263172,607197331524958268,2,Poor_Value
15922228,1412470025404162177,0,Excellent_Value
501999278,1334753038589462420,2,Poor_Value
147702206,660174506548971708,2,Poor_Value
243400275,1173519147730194824,2,Poor_Value
447282204,573240352382253310,0,Excellent_Value
29158067,1284216514003573215,0,Excellent_Value
38363867,1140812821898141856,1,Fair_Value
282462289,664410710508591453,0,Excellent_Value
571603901,1131879074987239058,0,Excellent_Value
250693374,993467751226841253,0,Excellent_Value
38690778,851328855057769691,1,Fair_Value
242757225,1460382644766522252,2,Poor_Value
102655167,1096515792589791020,2,Poor_Value
1314117,40067689,2,Poor_Value
432499418,53415967,1,Fair_Value
742836,932863834283180969,1,Fair_Value
87164837,45369733,1,Fair_Value
126644161,18917096,2,Poor_Value
62545593,53757250,1,Fair_Value
118590621,41643466,1,Fair_Value
710458493,1485822729270498865,2,Poor_Value
4656446,11016073,0,Excellent_Value
4564672,1195692744299968147,1,Fair_Value
21651785,33472784,1,Fair_Value
34073051,44659253,1,Fair_Value
3832802,734839,1,Fair_Value
3017970,7390025,1,Fair_Value
229685084,1084306627664553948,0,Excellent_Value
2791539,1222632963535720776,0,Excellent_Value
373744799,913598658797632555,2,Poor_Value
68172721,21382324,0,Excellent_Value
13482745,1405491820460881860,1,Fair_Value
542041520,1016026862216100175,2,Poor_Value
67179654,1349517695897797082,1,Fair_Value
147276739,1365952256037029095,0,Excellent_Value
442029804,1294352695744170350,1,Fair_Value
72175743,1054364572928143475,1,Fair_Value
381354803,1077268842858000013,1,Fair_Value
267895362,37972512,0,Excellent_Value
37334505,730326882699146878,1,Fair_Value
1338515,1178560936790509752,2,Poor_Value
1457673,42739247,2,Poor_Value
13061708,7697157,0,Excellent_Value
8336938,37565699,0,Excellent_Value
107434423,796884383043550276,2,Poor_Value
5805679,774631879631246807,1,Fair_Value
389697794,808623507200236123,2,Poor_Value
42329827,1156833840290908486,1,Fair_Value
22007860,6732110,0,Excellent_Value
111817270,1313133603526114385,0,Excellent_Value
85774793,21625713,2,Poor_Value
250109940,33970139,1,Fair_Value
22863240,4404394,1,Fair_Value
410163954,940178365235238571,0,Excellent_Value
167073592,1487752665873873199,2,Poor_Value
348089487,43602530,1,Fair_Value
542041520,1017544222956448071,2,Poor_Value
37353287,7143778,1,Fair_Value
43349223,1345763969929792529,0,Excellent_Value
13541351,19101686,2,Poor_Value
1678230,648626157572690492,1,Fair_Value
3547828,45380973,2,Poor_Value
673608015,1401590291489905578,2,Poor_Value
340080088,619232413032693235,0,Excellent_Value
243725,2950592,2,Poor_Value
501999278,1013778023450935049,1,Fair_Value
260673420,37060483,2,Poor_Value
86083871,674075341873582914,0,Excellent_Value
499662709,1028609714444848934,0,Excellent_Value
462059142,1481221376397935824,1,Fair_Value
87315309,19012658,2,Poor_Value
507173318,899357700083396453,2,Poor_Value
5138158,15327674,2,Poor_Value
130954997,1090040270695897083,2,Poor_Value
22177528,831438674405288319,1,Fair_Value
875221,992117902408708151,2,Poor_Value
84583753,1252304741650953627,0,Excellent_Value
594467398,1212742642944778190,0,Excellent_Value
19074501,718391151703288160,1,Fair_Value
124440216,800891948601111538,2,Poor_Value
222110711,993497577617479478,1,Fair_Value
707783381,1468157669556015313,2,Poor_Value
9898257,12633180,0,Excellent_Value
58406768,641291633825856763,1,Fair_Value
14816525,10458279,1,Fair_Value
254826659,721127192196941428,0,Excellent_Value
153157973,21203146,0,Excellent_Value
4656446,13548671,0,Excellent_Value
80497480,961053597242871844,0,Excellent_Value
193046551,25614256,0,Excellent_Value
90786414,50792043,1,Fair_Value
406030036,1195005297082594380,0,Excellent_Value
21769361,1264733805000140357,0,Excellent_Value
4430421,22702846,2,Poor_Value
162283241,1422566843270410146,0,Excellent_Value
401278868,1404490173878743771,0,Excellent_Value
729322,29007305,1,Fair_Value
15312652,11260850,0,Excellent_Value
482579048,732206307703852533,2,Poor_Value
24772995,12154738,2,Poor_Value
28163311,49781641,0,Excellent_Value
4656446,878300484168256685,1,Fair_Value
305345677,39727845,1,Fair_Value
1028577,208831,2,Poor_Value
499662709,1365612288881334242,0,Excellent_Value
43349223,39943041,0,Excellent_Value
2146719,1449992266173014680,2,Poor_Value
588683840,1465016315017831425,2,Poor_Value
957067,33999573,0,Excellent_Value
2676835,1107532643558075716,2,Poor_Value
2042805,1221740159581234533,2,Poor_Value
270127613,46051453,0,Excellent_Value
69892706,48631814,2,Poor_Value
9483925,1362643581214178405,2,Poor_Value
548434802,1105908828823516274,1,Fair_Value
495900269,837815995465328033,1,Fair_Value
163196474,1166797505238295480,0,Excellent_Value
68000665,591618031605795219,0,Excellent_Value
50407207,1374977733557742738,1,Fair_Value
72374891,1163828906296654708,1,Fair_Value
468914943,1384840824090903444,1,Fair_Value
215049261,869797122375116819,0,Excellent_Value
200417396,27857184,1,Fair_Value
22270035,1316411052704588200,0,Excellent_Value
47514427,10156101,0,Excellent_Value
126644161,1427704660093114439,0,Excellent_Value
177394339,23685560,1,Fair_Value
370793,38495530,1,Fair_Value
6531836,1040892344346406470,0,Excellent_Value
65284580,1105940931378380540,0,Excellent_Value
266083019,36565347,2,Poor_Value
398956437,52990204,2,Poor_Value
463119149,1067600772350837265,0,Excellent_Value
26656152,49101007,2,Poor_Value
120618382,698618407857893787,0,Excellent_Value
420008433,736459730630243869,2,Poor_Value
542041520,1017506569310943463,2,Poor_Value
29882720,35310357,1,Fair_Value
363513699,45254952,0,Excellent_Value
278391773,1301908863583064039,2,Poor_Value
12579898,41568261,0,Excellent_Value
13929582,27260835,1,Fair_Value
33884,50613926,0,Excellent_Value
21823862,1129968523889011772,1,Fair_Value
495059396,800180911469727970,2,Poor_Value
4141253,14653250,1,Fair_Value
325593778,1389309651013595180,0,Excellent_Value
339697209,858015480843771207,1,Fair_Value
97152091,1069866560062396476,2,Poor_Value
2503251,32520898,1,Fair_Value
88566861,1112242586509856697,2,Poor_Value
18404570,49711499,2,Poor_Value
331796658,925501892237155713,0,Excellent_Value
136769784,48945349,1,Fair_Value
46564577,584819655457241465,0,Excellent_Value
389697794,965982102369168812,2,Poor_Value
93714995,16779078,0,Excellent_Value
78910325,1465589985555154322,0,Excellent_Value
395647147,49058232,2,Poor_Value
16831526,3333870,2,Poor_Value
500310358,933222378467002574,1,Fair_Value
82919172,1062559480970023489,1,Fair_Value
102929864,46813663,1,Fair_Value
401278868,1219565673760653216,0,Excellent_Value
25368470,1160395308484210510,0,Excellent_Value
757108,806199,1,Fair_Value
11182500,2340335,1,Fair_Value
10624127,20121985,1,Fair_Value
72175743,1289129680169537820,1,Fair_Value
697917772,1430686880357452657,0,Excellent_Value
2410550,487019,2,Poor_Value
8860167,4100473,2,Poor_Value
69306474,718957629734587817,1,Fair_Value
11820504,1346353621569353703,1,Fair_Value
27650600,45882235,1,Fair_Value
7078456,1301778,2,Poor_Value
2133605,1326870873637665192,1,Fair_Value
18303950,1317410082766370747,2,Poor_Value
12491207,49536131,2,Poor_Value
347737196,1337153211523812583,1,Fair_Value
501999278,1297973609035999754,1,Fair_Value
186363498,1273548061071078024,2,Poor_Value
515551944,735423937432956567,0,Excellent_Value
2318089,474107,0,Excellent_Value
8750344,54145511,1,Fair_Value
25117270,51267397,1,Fair_Value
25523560,1311032297429988203,0,Excellent_Value
159779534,50289522,2,Poor_Value
1421509,455783,2,Poor_Value
102929864,28609541,0,Excellent_Value
11137577,35112211,1,Fair_Value
501999278,1300755849496560741,1,Fair_Value
4185643,50747697,1,Fair_Value
167046,49890263,2,Poor_Value
15068891,2965433,1,Fair_Value
25519858,1461850042576513413,1,Fair_Value
796593,23831132,0,Excellent_Value
82919172,1285577432462596638,1,Fair_Value
653908032,1256710601590914950,0,Excellent_Value
29662756,1228208397496722430,1,Fair_Value
48631242,1405924151317202688,2,Poor_Value
35790027,1405989326580054502,0,Excellent_Value
12541098,684234806697030831,1,Fair_Value
27643862,1462540342633663797,2,Poor_Value
46613919,50292861,1,Fair_Value
21769361,48871096,1,Fair_Value
165438919,22529960,2,Poor_Value
310495332,41344071,1,Fair_Value
48211447,1385690494469225245,1,Fair_Value
267895362,49862664,0,Excellent_Value
22732995,12726185,0,Excellent_Value
408623755,50706587,1,Fair_Value
253959397,33718442,0,Excellent_Value
2484584,50663591,2,Poor_Value
215746618,32925931,2,Poor_Value
152271460,22725419,1,Fair_Value
10981379,30693399,0,Excellent_Value
12551132,1131161169252431044,1,Fair_Value
24802385,566665525950377023,1,Fair_Value
576739896,1324910678053219017,0,Excellent_Value
76049427,1448162515448082308,0,Excellent_Value
413946516,51172461,1,Fair_Value
36364146,1055880198397297359,0,Excellent_Value
468914943,1221835173765947124,1,Fair_Value
668276181,1312702925542008278,1,Fair_Value
466663446,690255493226006707,1,Fair_Value
432781769,53448199,1,Fair_Value
229685084,1062250979717314817,0,Excellent_Value
17505961,3475437,0,Excellent_Value
12235160,13515364,0,Excellent_Value
501999278,1298581992795484516,0,Excellent_Value
25552407,1278455368592695307,2,Poor_Value
596756931,1437723408107858466,1,Fair_Value
16493197,51968674,2,Poor_Value
2059233,31595144,2,Poor_Value
495900269,889287591895542407,0,Excellent_Value
8875994,12056593,0,Excellent_Value
51158737,935162115150931626,2,Poor_Value
2228453,1489897185596821662,1,Fair_Value
503273535,866271989362662471,0,Excellent_Value
47514427,10393552,1,Fair_Value
62101646,17040655,1,Fair_Value
47919061,9214669,2,Poor_Value
44012697,794975587035656018,0,Excellent_Value
6075152,24626225,2,Poor_Value
7281723,27508842,1,Fair_Value
11003641,28895960,0,Excellent_Value
542041520,1019731780199800682,1,Fair_Value
78530725,1248742377097180895,2,Poor_Value
4336082,556436180234308023,1,Fair_Value
447212517,858747876711910347,1,Fair_Value
102640157,631047450790873904,1,Fair_Value
564302587,1110849756171153528,1,Fair_Value
4769424,927481533366241925,1,Fair_Value
446820235,1144790561932730647,2,Poor_Value
709325,49257231,0,Excellent_Value
43450944,1256761607803048215,0,Excellent_Value
598272503,1274791405939590338,0,Excellent_Value
595807719,1223664738330024436,2,Poor_Value
336396789,1490787890825409308,1,Fair_Value
513200418,884327413218157644,1,Fair_Value
26233405,1095016255393255087,0,Excellent_Value
114540940,810859478270853405,2,Poor_Value
141131642,19923822,1,Fair_Value
351395739,1417633711995126865,1,Fair_Value
246254967,1413268769483125758,0,Excellent_Value
78910325,892057952283681562,0,Excellent_Value
2503251,17512891,1,Fair_Value
44504422,8454638,0,Excellent_Value
50407207,1287042706946962404,1,Fair_Value
14655296,916883758623346556,0,Excellent_Value
460792828,1334941439398499906,1,Fair_Value
12376829,935821832318725960,0,Excellent_Value
703315834,1461613900967766433,2,Poor_Value
4849153,906070,2,Poor_Value
558264662,1121825337931690168,1,Fair_Value
148023117,36429526,2,Poor_Value
19754544,939383313787114351,2,Poor_Value
30322276,904346458332638447,0,Excellent_Value
303141126,39523440,2,Poor_Value
471188701,791992282099163066,1,Fair_Value
700638,27898470,2,Poor_Value
347737196,612838241887630901,2,Poor_Value
15698216,4962043,0,Excellent_Value
681534187,1401698405135018425,0,Excellent_Value
28318815,1187163436904908816,0,Excellent_Value
26126888,1305700518859935208,0,Excellent_Value
69736312,615072399210033608,1,Fair_Value
42439397,996554434311948378,1,Fair_Value
466663446,708350105235905048,1,Fair_Value
430263904,24395419,1,Fair_Value
2612268,1489377475423151813,0,Excellent_Value
51003,15111599,1,Fair_Value
542041520,1019734485584508000,2,Poor_Value
501999514,904972207452851604,1,Fair_Value
697828954,1443809880554504843,1,Fair_Value
129904961,857179051609396468,2,Poor_Value
386860705,48094435,0,Excellent_Value
33508000,1096494698268168712,2,Poor_Value
501999514,1221691369346239508,0,Excellent_Value
646505,42607284,2,Poor_Value
301481188,1287990624781459985,0,Excellent_Value
370838667,45745676,0,Excellent_Value
3130437,32019861,0,Excellent_Value
36653013,879748972679030740,1,Fair_Value
250196510,1108226624639971103,0,Excellent_Value
567953938,1315066159817634733,1,Fair_Value
160591574,36420256,1,Fair_Value
31607663,6091945,2,Poor_Value
390710729,1459562079068537150,0,Excellent_Value
267895362,35917078,0,Excellent_Value
7988057,1494503,2,Poor_Value
45328089,37254983,2,Poor_Value
501999514,904970458891212771,1,Fair_Value
37780250,1164019926077821890,0,Excellent_Value
73070632,18546459,2,Poor_Value
214206241,674903072842957531,0,Excellent_Value
107434423,962941916198829640,2,Poor_Value
26330678,812591883003439753,1,Fair_Value
391518568,48519911,1,Fair_Value
87137818,28774764,0,Excellent_Value
7762052,4602584,0,Excellent_Value
197558133,1140900349889524888,1,Fair_Value
25519858,31886812,0,Excellent_Value
589542425,1367809573505899869,1,Fair_Value
517721206,1338052484886900043,1,Fair_Value
147276739,927714950505043585,1,Fair_Value
703327770,1461613612530994598,1,Fair_Value
126930,80394,2,Poor_Value
501093256,826882271968977288,1,Fair_Value
157999191,48274426,0,Excellent_Value
576739896,1421126813507790945,0,Excellent_Value
492069717,869691310125082306,1,Fair_Value
496858850,966962990321751915,2,Poor_Value
462054616,755532712227678605,0,Excellent_Value
312334,52155216,2,Poor_Value
62034618,31130054,2,Poor_Value
442029804,784017982888619367,2,Poor_Value
2361541,1227055001937226114,2,Poor_Value
191024298,1390006865583657310,2,Poor_Value
587292438,1194213145827176971,0,Excellent_Value
150235973,1191524770372114806,1,Fair_Value
211892140,976946690437788998,1,Fair_Value
117141107,21026079,1,Fair_Value
144910053,50936636,0,Excellent_Value
159391934,1011670545335515511,0,Excellent_Value
16687084,681422254963138965,2,Poor_Value
13708422,44697279,1,Fair_Value
21994,8142,0,Excellent_Value
61664523,20866502,2,Poor_Value
37353287,9370218,0,Excellent_Value
34959478,53974187,0,Excellent_Value
38690778,851505305452484766,1,Fair_Value
18284556,826280797551981793,0,Excellent_Value
275432156,686241131318154405,0,Excellent_Value
34239692,30209898,1,Fair_Value
126644161,1422623194365564774,1,Fair_Value
512212999,1314593316939291396,0,Excellent_Value
60373371,29211683,2,Poor_Value
43349223,1258736885101034430,0,Excellent_Value
330574492,49403942,1,Fair_Value
132930417,961061872028986516,1,Fair_Value
32548155,661118185527756337,2,Poor_Value
5615582,749603420809136787,1,Fair_Value
8428370,32497274,0,Excellent_Value
70722023,943717196568627912,0,Excellent_Value
3017970,1480510964652001743,1,Fair_Value
2929454,1161187259638370375,0,Excellent_Value
46785782,47376278,2,Poor_Value
377440292,722081971430463374,2,Poor_Value
681534187,1401676506869393120,0,Excellent_Value
542041520,1019172164614522447,2,Poor_Value
245417224,33537659,1,Fair_Value
101579609,50067171,1,Fair_Value
215746618,28761825,2,Poor_Value
69532588,1211909926565280369,2,Poor_Value
7151315,1316496,0,Excellent_Value
502034331,832676669976549619,0,Excellent_Value
19002001,34862914,0,Excellent_Value
78910325,1406154616111103851,0,Excellent_Value
201397463,50249691,0,Excellent_Value
126644161,1113090076181401798,1,Fair_Value
3977854,2299196,1,Fair_Value
585700656,1227024423834312754,2,Poor_Value
10902844,637875541715930238,2,Poor_Value
25043692,1395903860685646808,1,Fair_Value
390710729,1332070724750085411,1,Fair_Value
15357373,3013427,2,Poor_Value
654678943,1385206671296192669,2,Poor_Value
542041520,1019937198650720151,1,Fair_Value
28996560,5592754,1,Fair_Value
9016342,655997326675643344,0,Excellent_Value
1502676,293609,1,Fair_Value
411714297,1103194164130116846,1,Fair_Value
223918239,976861403019785823,1,Fair_Value
576739896,1260984398392097677,1,Fair_Value
545598180,1389860849190515637,1,Fair_Value
410094341,811399316397850759,2,Poor_Value
276650338,1101581865971720564,2,Poor_Value
473558201,1055931788353691064,1,Fair_Value
1126796,1121697,1,Fair_Value
61975600,1095271161624390171,2,Poor_Value
210745462,1260972131124426679,2,Poor_Value
576194213,1442930869957033296,1,Fair_Value
198616,28009722,0,Excellent_Value
1600680,671787174368199202,1,Fair_Value
278583492,1131165222580230168,1,Fair_Value
87606891,43517252,0,Excellent_Value
568331639,1425540933435994878,1,Fair_Value
2898604,1051525951381501943,2,Poor_Value
476474223,726193058756426093,1,Fair_Value
407386163,1225072857125815813,1,Fair_Value
2225822,19697887,1,Fair_Value
344420087,1126285363385685570,0,Excellent_Value
4500484,33288680,2,Poor_Value
2186423,820669222851609952,0,Excellent_Value
32687481,7331464,1,Fair_Value
354448222,1444698322219430462,0,Excellent_Value
442029804,784011857465495047,1,Fair_Value
107434423,1280572085467946414,2,Poor_Value
27121305,20879273,0,Excellent_Value
10501924,6730473,0,Excellent_Value
23506194,593453895285621848,1,Fair_Value
80938027,17960567,0,Excellent_Value
575076482,1163240243724825404,2,Poor_Value
115503645,29877514,0,Excellent_Value
406085034,1129057417096986761,0,Excellent_Value
175791502,1087190522240341813,1,Fair_Value
29173277,6589004,0,Excellent_Value
378280211,745519515177514794,1,Fair_Value
395131057,1138534242605848641,1,Fair_Value
401709970,761679956326898077,0,Excellent_Value
127585431,1034354206197585406,1,Fair_Value
252927,494111,0,Excellent_Value
144010290,1128458300859557550,0,Excellent_Value
563575031,1124869534504407724,1,Fair_Value
25519858,35688443,0,Excellent_Value
669787295,1323455369840474357,1,Fair_Value
24825763,1434160621221525417,1,Fair_Value
699580001,1471104521810915140,1,Fair_Value
16968337,805280773744127132,0,Excellent_Value
450765852,1440723222624752737,2,Poor_Value
456697664,847851633542106622,0,Excellent_Value
3554567,1373473253077770275,2,Poor_Value
446820235,1144753179973491172,2,Poor_Value
34076340,717560674641679939,2,Poor_Value
2393972,566562008542029249,2,Poor_Value
61314725,38525719,0,Excellent_Value
43349223,32896752,0,Excellent_Value
330231,1300991955659029312,1,Fair_Value
67378704,609425976454488194,2,Poor_Value
169409096,51785001,2,Poor_Value
150732464,1303341594023070556,0,Excellent_Value
84808340,1149991979766194055,0,Excellent_Value
304426,62519,2,Poor_Value
975389,996773947673512805,2,Poor_Value
7426517,24163232,1,Fair_Value
60254640,1310913430133434188,1,Fair_Value
62072513,1208638410901524014,2,Poor_Value
542041520,1003367038542748862,2,Poor_Value
28136101,9202251,2,Poor_Value
585967888,1344428800341227175,2,Poor_Value
4221124,20933338,0,Excellent_Value
504891247,1472006357835481318,0,Excellent_Value
662813328,1348687633229879890,2,Poor_Value
45040916,10567595,2,Poor_Value
8056326,3761446,2,Poor_Value
18304180,21312569,2,Poor_Value
58276208,646463448633693017,0,Excellent_Value
76841544,50489340,2,Poor_Value
21744769,1386351886491797323,1,Fair_Value
13569226,6957405,2,Poor_Value
78585741,726017158954082583,0,Excellent_Value
1188065,1197266498352360984,2,Poor_Value
62314178,53950471,0,Excellent_Value
70722023,37283928,0,Excellent_Value
3017970,33426267,1,Fair_Value
120744692,26204860,1,Fair_Value
203065170,53299611,2,Poor_Value
26031067,45542562,0,Excellent_Value
17618378,16756349,1,Fair_Value
478217,50866407,2,Poor_Value
43918217,51745961,2,Poor_Value
325128229,43602975,1,Fair_Value
325128229,1381524505988557957,1,Fair_Value
550390255,1046434653374363271,0,Excellent_Value
415840703,1351442314435611905,1,Fair_Value
267895362,37972466,0,Excellent_Value
99513724,35286026,0,Excellent_Value
455046814,1494394170928863641,2,Poor_Value
7836142,27615481,0,Excellent_Value
45743415,1463982855706175080,0,Excellent_Value
326084746,797073220074287595,1,Fair_Value
27132605,667434012265388833,1,Fair_Value
113421970,892859654191410072,1,Fair_Value
283726104,858256011248775808,0,Excellent_Value
37290940,54179735,2,Poor_Value
245417224,33537656,1,Fair_Value
43349223,1050675353246102227,0,Excellent_Value
80785507,18597578,0,Excellent_Value
74125906,51910917,2,Poor_Value
70722023,42708820,0,Excellent_Value
68845342,50517507,0,Excellent_Value
20850212,4022990,1,Fair_Value
2788517,1432020803237446977,1,Fair_Value
450765852,868794833132129527,2,Poor_Value
82424425,622448447797707090,0,Excellent_Value
8159961,44087104,1,Fair_Value
661169937,1354643051301940784,2,Poor_Value
509041943,1138424175339927398,0,Excellent_Value
92627898,1178643945012198211,1,Fair_Value
10271042,39222568,0,Excellent_Value
420868108,1161158179406044539,1,Fair_Value
16243418,905823713038962567,0,Excellent_Value
107434423,1310830934558788667,2,Poor_Value
42080752,7973781,2,Poor_Value
11803055,35465946,2,Poor_Value
165656350,22548614,0,Excellent_Value
4221614,6749412,1,Fair_Value
11820504,699989623347824026,1,Fair_Value
110346435,2164379,2,Poor_Value
9962820,992760682782637091,1,Fair_Value
408465479,50553723,0,Excellent_Value
541140862,999354608456404159,1,Fair_Value
22536428,615484429717275330,1,Fair_Value
136627599,900915619226787020,1,Fair_Value
81333068,36514213,2,Poor_Value
282314418,1036237192737284138,2,Poor_Value
179188105,24015708,2,Poor_Value
14001076,10427768,0,Excellent_Value
290120,63247,1,Fair_Value
34833702,654571750506516470,0,Excellent_Value
192068718,1222693524487375059,2,Poor_Value
53388846,50197945,0,Excellent_Value
189876219,1316841413676497184,0,Excellent_Value
148427269,37122067,2,Poor_Value
117141107,20287325,1,Fair_Value
566911145,1194922192152893592,0,Excellent_Value
107434423,894771416151540648,2,Poor_Value
82919172,986403068671892760,0,Excellent_Value
221882207,816085604577097040,1,Fair_Value
105507709,24781036,1,Fair_Value
70423889,45202539,1,Fair_Value
10267172,31717158,1,Fair_Value
432939989,1142063620182331003,0,Excellent_Value
107434423,1279544766060069968,2,Poor_Value
3998807,758815,0,Excellent_Value
82919172,1413232411579704194,1,Fair_Value
6040444,698711120316020603,1,Fair_Value
8784581,1467672731197027095,1,Fair_Value
25368470,1449528169952367789,0,Excellent_Value
509640381,874774012701925503,2,Poor_Value
3017970,1450838211732614033,0,Excellent_Value
36396447,974178053522517452,1,Fair_Value
31991928,1182756160344785707,1,Fair_Value
689714918,1513189064274666805,1,Fair_Value
376409218,46547082,0,Excellent_Value
128312500,1259024847996050324,0,Excellent_Value
91333416,53416582,1,Fair_Value
33537864,6454514,2,Poor_Value
22940085,835668564220550985,1,Fair_Value
198870547,39202812,2,Poor_Value
240202942,798911462538312208,1,Fair_Value
111817270,1313126177599937657,1,Fair_Value
546988664,1275621531129740495,2,Poor_Value
50603993,11888922,0,Excellent_Value
129123,821576,1,Fair_Value
153982150,36352550,0,Excellent_Value
8803470,38328840,2,Poor_Value
67788873,17889020,1,Fair_Value
46574267,8904047,0,Excellent_Value
117044016,643530940553501518,1,Fair_Value
302987199,39390741,1,Fair_Value
94977882,587072132219277138,2,Poor_Value
487734730,833458955787458524,2,Poor_Value
218088604,28932960,0,Excellent_Value
104401000,1419125184909660554,2,Poor_Value
183159002,632654013334457553,0,Excellent_Value
3838474,40226310,2,Poor_Value
2205580,42205888,0,Excellent_Value
107434423,919338279662397241,2,Poor_Value
501999278,1334754640818509510,2,Poor_Value
584260928,1185175305405293410,0,Excellent_Value
124051180,18063783,2,Poor_Value
51089417,10810544,2,Poor_Value
121426484,19876356,0,Excellent_Value
2259758,3073038,1,Fair_Value
405598639,804529508472863763,1,Fair_Value
160591574,23773339,2,Poor_Value
15312652,1285665943140333778,0,Excellent_Value
270119323,36201896,2,Poor_Value
376574507,1105123788805389301,1,Fair_Value
60206574,884515449809681458,2,Poor_Value
3071180,1665516,1,Fair_Value
289376,2143730,1,Fair_Value
352089959,927507541218158587,2,Poor_Value
566546120,1115295351591154609,2,Poor_Value
442029804,784018570107259624,1,Fair_Value
573930052,1474380051206538821,2,Poor_Value
3017970,660074760152645601,1,Fair_Value
111065818,542007536641692133,0,Excellent_Value
46122152,1445960815306544517,0,Excellent_Value
82999389,945075434451882125,1,Fair_Value
339697209,1130479627173588160,0,Excellent_Value
2766,40728398,1,Fair_Value
20602728,1305265817490090802,1,Fair_Value
19065265,36920009,0,Excellent_Value
246663575,35045092,2,Poor_Value
404949384,50331188,1,Fair_Value
337960,21323311,2,Poor_Value
26065801,1503685308745914610,1,Fair_Value
65776540,13447499,1,Fair_Value
187933274,50248779,2,Poor_Value
154771532,36858222,0,Excellent_Value
157425421,43413000,1,Fair_Value
7433098,43568824,0,Excellent_Value
109682259,46580648,2,Poor_Value
530465119,952940747121030505,0,Excellent_Value
6390702,8082364,1,Fair_Value
134605844,19227748,0,Excellent_Value
22402,6316753,0,Excellent_Value
17933642,53685139,2,Poor_Value
440211958,1310348738879958487,1,Fair_Value
50011082,9680837,2,Poor_Value
389697794,808623668228024320,2,Poor_Value
91404153,34749700,1,Fair_Value
440211958,1282055092880571262,1,Fair_Value
16760154,755751789013613902,2,Poor_Value
88602439,43336594,1,Fair_Value
125444529,34548092,0,Excellent_Value
375082226,1182700513315888685,2,Poor_Value
456018609,620254519584801758,0,Excellent_Value
12705881,4849873,0,Excellent_Value
480237365,1350780632380215437,1,Fair_Value
8336938,689734755286772360,1,Fair_Value
501999278,1018881410464109038,1,Fair_Value
49843484,600158201979777223,0,Excellent_Value
43476873,994918420612626038,2,Poor_Value
23719876,5031745,1,Fair_Value
55555219,10745940,1,Fair_Value
270119516,36210581,0,Excellent_Value
24464973,34153997,2,Poor_Value
82999389,46553625,1,Fair_Value
438954808,1165317129617057179,2,Poor_Value
480221269,1258197150556645681,1,Fair_Value
443945397,1291001509362474694,2,Poor_Value
172563683,23455177,0,Excellent_Value
147276739,929972418080610874,0,Excellent_Value
165836221,22565419,2,Poor_Value
135433191,29898423,0,Excellent_Value
47928015,43578734,0,Excellent_Value
46107941,1431332352590844182,2,Poor_Value
26212531,36002013,1,Fair_Value
466663446,661301485057884925,1,Fair_Value
542041520,1019679560065142361,1,Fair_Value
426549951,967289084987737892,1,Fair_Value
499662709,997763136184889068,0,Excellent_Value
438494763,1248864229538054933,0,Excellent_Value
56528287,14725872,2,Poor_Value
10043430,2709883,2,Poor_Value
8735628,919624144230042980,0,Excellent_Value
20583271,24828324,1,Fair_Value
501999278,1023967837869025639,0,Excellent_Value
303118342,54127186,1,Fair_Value
6157502,34018152,0,Excellent_Value
371281355,45798438,0,Excellent_Value
132998002,25688347,2,Poor_Value
88566861,43840355,1,Fair_Value
126644161,49922578,1,Fair_Value
124167496,52762108,1,Fair_Value
29453498,5945267,2,Poor_Value
346394298,840858911397098483,1,Fair_Value
431752861,53607067,0,Excellent_Value
15156874,1058209123860148344,2,Poor_Value
26860,1002233621677518534,0,Excellent_Value
103427,3994720,2,Poor_Value
15904165,1225401093462900335,0,Excellent_Value
64420717,1413195426397311830,1,Fair_Value
64832729,710277275715692145,0,Excellent_Value
13917612,1285624462891118633,0,Excellent_Value
291825159,41961843,2,Poor_Value
681534187,1401258834016409349,0,Excellent_Value
