id,value_category,target_encoded
1015570541254619114,Poor_Value,0
1015593475874792964,Fair_Value,1
1016012932198481691,Fair_Value,1
1016026862216100175,Poor_Value,0
1016048960489341919,Excellent_Value,2
1016210516483731861,Fair_Value,1
1016239409860611940,Fair_Value,1
1016270203679227888,Fair_Value,1
1016272430431478710,Poor_Value,0
1016276761287188369,Poor_Value,0
1016311596602694365,Poor_Value,0
1016312298610419562,Poor_Value,0
1016314322438302524,Poor_Value,0
1016326691739188017,Poor_Value,0
1016342927874691553,Excellent_Value,2
1016354970965093190,Fair_Value,1
1016369909329193290,Poor_Value,0
1016380845718849789,Excellent_Value,2
1016386284940585293,Excellent_Value,2
1016449101237544361,Poor_Value,0
1016463862800681541,Poor_Value,0
1016481253780096369,Fair_Value,1
1016509465096619387,Poor_Value,0
1016509682901987015,Poor_Value,0
1016524597794611199,Fair_Value,1
1016534078844252935,Fair_Value,1
1016554051484979044,Fair_Value,1
1016566809859683955,Poor_Value,0
1016580552609426002,Poor_Value,0
1016637356063563355,Poor_Value,0
1016659400822781319,Poor_Value,0
1016673693140584417,Poor_Value,0
1016697183009124968,Poor_Value,0
1016711748874161504,Fair_Value,1
1016723438205480486,Fair_Value,1
1016731854727539795,Poor_Value,0
1016778137422686647,Poor_Value,0
1016800223644563956,Poor_Value,0
1016802240860858352,Poor_Value,0
1016806113955557260,Excellent_Value,2
1016808765040974343,Poor_Value,0
1016812212127212390,Poor_Value,0
1016814161289002485,Fair_Value,1
1016816252546037993,Fair_Value,1
1016818775562861047,Fair_Value,1
1016821973314581589,Poor_Value,0
1016840143169810130,Fair_Value,1
1016842956012927216,Poor_Value,0
1016873360054235983,Poor_Value,0
1016913580030139408,Poor_Value,0
1016939314994554759,Poor_Value,0
1016954968955365101,Poor_Value,0
1016972789252744115,Poor_Value,0
1016979286854512752,Poor_Value,0
1017000802372957307,Poor_Value,0
1017008289341822907,Poor_Value,0
1017018297184990781,Poor_Value,0
1017030827381170421,Poor_Value,0
1017043073535844244,Fair_Value,1
1017054322014304002,Poor_Value,0
1017313107063901001,Fair_Value,1
1017317916743410525,Poor_Value,0
1017322369323588531,Poor_Value,0
1017331380576880176,Fair_Value,1
1017371227341770502,Poor_Value,0
1017392139274340245,Fair_Value,1
1017412262880168017,Poor_Value,0
1017426786716501148,Fair_Value,1
1017437889467235920,Poor_Value,0
1017503228492107182,Poor_Value,0
1017506569310943463,Poor_Value,0
1017509150149050552,Poor_Value,0
1017523086718459353,Poor_Value,0
1017539896882766736,Poor_Value,0
1017541925704798056,Poor_Value,0
1017544222956448071,Poor_Value,0
1017546615200440873,Fair_Value,1
1017550250315173723,Poor_Value,0
1017554386293220345,Poor_Value,0
1017558246216180629,Poor_Value,0
1017578720640855461,Fair_Value,1
1017608444805874024,Poor_Value,0
1017652323613421434,Fair_Value,1
1017654443875917041,Fair_Value,1
1017810580752035038,Fair_Value,1
1017909600103976309,Fair_Value,1
1017970449947752243,Fair_Value,1
1017999621130128100,Poor_Value,0
1018015582790466970,Poor_Value,0
1018305017114987031,Fair_Value,1
1018310120742991143,Fair_Value,1
1018311995132105034,Poor_Value,0
1018313354481928350,Poor_Value,0
1018316793658159117,Poor_Value,0
1018322411273631480,Poor_Value,0
1018324974169653226,Fair_Value,1
1018341733463973530,Fair_Value,1
1018359813548236444,Poor_Value,0
1018361599712532834,Fair_Value,1
1018364178043654494,Poor_Value,0
1018365746947881123,Poor_Value,0
1018367935576912174,Fair_Value,1
1018727567428494544,Poor_Value,0
1018734770436882367,Poor_Value,0
1018740037604912075,Fair_Value,1
1018750463570379468,Fair_Value,1
1018754648366615456,Poor_Value,0
1018758141421975800,Fair_Value,1
1018762398018225415,Poor_Value,0
1018766490129450825,Poor_Value,0
1018775543303618398,Poor_Value,0
1018783401784095921,Poor_Value,0
1018785724710183017,Poor_Value,0
1018787413345902710,Poor_Value,0
1018791925951710727,Poor_Value,0
1018795960825444032,Poor_Value,0
1018805578028381221,Poor_Value,0
1018808458995217165,Poor_Value,0
1018833250497977310,Fair_Value,1
1018849762548435218,Fair_Value,1
1018903445666826262,Excellent_Value,2
1018951545238681607,Fair_Value,1
1019022057553511106,Excellent_Value,2
1019138893198705062,Poor_Value,0
1019172164614522447,Poor_Value,0
1019179470018207674,Poor_Value,0
1019222663479796308,Poor_Value,0
1019231839668012795,Poor_Value,0
1019239331146062524,Poor_Value,0
1019295417672953879,Poor_Value,0
1019317447021748421,Poor_Value,0
1019334756479300008,Poor_Value,0
1019344335507000442,Poor_Value,0
1019654850267824070,Poor_Value,0
1019657155162958240,Poor_Value,0
1019660146496261728,Poor_Value,0
1019667926796472465,Fair_Value,1
1019670998264935409,Poor_Value,0
1019675634448695552,Poor_Value,0
1019675738736401898,Poor_Value,0
1019679560065142361,Poor_Value,0
1019681142420904175,Poor_Value,0
1019684189099375259,Poor_Value,0
1019686763964561308,Poor_Value,0
1019689064681204132,Poor_Value,0
1019692030126941965,Poor_Value,0
1019692865773581280,Poor_Value,0
1019696363117983083,Fair_Value,1
1019698541966026648,Poor_Value,0
1019703617348391623,Fair_Value,1
1019731780199800682,Fair_Value,1
1019734485584508000,Poor_Value,0
1019735851205253171,Poor_Value,0
1019736928181966154,Poor_Value,0
1019741860392717484,Poor_Value,0
1019751657316779215,Poor_Value,0
1019754844765512095,Poor_Value,0
1019757218273415439,Poor_Value,0
1019763652721862263,Poor_Value,0
1019770199308088616,Fair_Value,1
1019776869314017952,Poor_Value,0
1019786108231840624,Poor_Value,0
1019804010356264120,Poor_Value,0
1019805496575066331,Poor_Value,0
1019808149250380393,Poor_Value,0
1019810248969120624,Poor_Value,0
1019812832647643358,Poor_Value,0
1019815699025239086,Poor_Value,0
1019857554567740116,Poor_Value,0
1019859165068330868,Fair_Value,1
1019864430075814594,Poor_Value,0
1019866570400320753,Poor_Value,0
1019872495714600340,Poor_Value,0
1019933063325696495,Poor_Value,0
1019937198650720151,Fair_Value,1
1019943358464036767,Poor_Value,0
1019945296715615641,Poor_Value,0
1019966323227684768,Fair_Value,1
1019969039287209838,Poor_Value,0
1019974686740614556,Poor_Value,0
1019976874863390781,Poor_Value,0
1020075768648183948,Poor_Value,0
1020085642199407509,Poor_Value,0
1020198342201293562,Poor_Value,0
1020216111543244435,Fair_Value,1
1020227732161399026,Fair_Value,1
1020293159830574441,Poor_Value,0
1020302623358884143,Fair_Value,1
1020329059470582966,Poor_Value,0
1020335669449293678,Poor_Value,0
1020342624322756536,Poor_Value,0
1020376341473099864,Poor_Value,0
1020464068086058477,Poor_Value,0
1020478853748196543,Poor_Value,0
1020484145611915777,Fair_Value,1
1020502081525896809,Fair_Value,1
1020518342750134138,Poor_Value,0
1020522508574112549,Excellent_Value,2
1020527003634961171,Poor_Value,0
1020533046114817657,Poor_Value,0
1020547733825360017,Poor_Value,0
1020988217244151451,Excellent_Value,2
1021207986979110552,Poor_Value,0
1021411619853888657,Poor_Value,0
1021509460550313699,Poor_Value,0
1021515217393391549,Poor_Value,0
1021523233574802361,Fair_Value,1
1021531933998169719,Poor_Value,0
1022782369723612724,Fair_Value,1
1022874295745998352,Fair_Value,1
1023307553893225309,Fair_Value,1
1023482822910013126,Poor_Value,0
1023953229266849781,Poor_Value,0
1024729472325297031,Poor_Value,0
1024755875429155314,Poor_Value,0
1025062887402543164,Poor_Value,0
1025578352742243752,Excellent_Value,2
1025619359761604538,Poor_Value,0
1025723260333415540,Excellent_Value,2
1027006964772513055,Fair_Value,1
1027078742878828076,Fair_Value,1
1028631370204541640,Fair_Value,1
1028972895740176565,Excellent_Value,2
1029244603573056420,Poor_Value,0
1032301805679541547,Fair_Value,1
1032318258702989503,Fair_Value,1
1032860602597281848,Poor_Value,0
1032896549142033259,Excellent_Value,2
1033587133572122096,Fair_Value,1
1033616842452887010,Fair_Value,1
1034691746344756602,Poor_Value,0
1034866636531508062,Fair_Value,1
1035338074137705335,Poor_Value,0
1035781961061943993,Poor_Value,0
1035782041900793135,Poor_Value,0
1036459736006824619,Poor_Value,0
1037055202945766181,Excellent_Value,2
1037350262563555640,Fair_Value,1
1037357504491632173,Fair_Value,1
1038757066276718601,Poor_Value,0
1039042603457326966,Fair_Value,1
1039333998558859456,Fair_Value,1
1039800918426600713,Poor_Value,0
1039801086862887937,Fair_Value,1
1039801616708689955,Fair_Value,1
1039801771130375737,Fair_Value,1
1039801777689850626,Poor_Value,0
1040099353824783630,Fair_Value,1
1040248789035116162,Fair_Value,1
1040249775082936671,Excellent_Value,2
1040826089118035334,Poor_Value,0
1040986751143345010,Excellent_Value,2
1041316640810085753,Excellent_Value,2
1041336066213032916,Excellent_Value,2
1041372632260987008,Poor_Value,0
1041491023240067897,Fair_Value,1
1042051496489658551,Excellent_Value,2
1042961470966660801,Poor_Value,0
1043748646220165881,Excellent_Value,2
1044596955594904812,Poor_Value,0
1045025941803042954,Excellent_Value,2
1045288493940238333,Fair_Value,1
1045370474144874991,Excellent_Value,2
1045533840873378697,Poor_Value,0
1045539789851279431,Poor_Value,0
1046215817343365438,Poor_Value,0
1046273059100423167,Fair_Value,1
1046463386974162474,Fair_Value,1
1047310883070524841,Fair_Value,1
1049755629821837303,Fair_Value,1
1049810000114827262,Poor_Value,0
1049813518261395598,Poor_Value,0
1050072406446776837,Poor_Value,0
1050144080504774076,Poor_Value,0
1050805970394768320,Fair_Value,1
1050839719628104531,Fair_Value,1
1051525951381501943,Fair_Value,1
1051701213080398778,Poor_Value,0
1051703814754758090,Poor_Value,0
1051732038511176992,Fair_Value,1
1051740405975224015,Poor_Value,0
1051750040036237025,Fair_Value,1
1051757527624846519,Fair_Value,1
1051765819499957752,Fair_Value,1
1051770489825635506,Fair_Value,1
1051782968788682088,Poor_Value,0
1055819131424804800,Excellent_Value,2
1056583398211988735,Poor_Value,0
1056588238632763482,Poor_Value,0
1056673227887581453,Excellent_Value,2
1056679264606352403,Fair_Value,1
1056682370138286895,Excellent_Value,2
1057532655635573005,Fair_Value,1
1057987533317222968,Fair_Value,1
1058209123860148344,Poor_Value,0
1058347131709242958,Poor_Value,0
1058705305837813157,Fair_Value,1
1060366111380012493,Poor_Value,0
1061237755638406941,Poor_Value,0
1061249512676287233,Excellent_Value,2
1061619407996958610,Poor_Value,0
1061870497572651448,Excellent_Value,2
1062250979717314817,Excellent_Value,2
1062316671535451981,Excellent_Value,2
1062363649069551546,Fair_Value,1
1062682643249146187,Excellent_Value,2
1063207766815831202,Excellent_Value,2
1063253217467384031,Fair_Value,1
1063940953813716616,Excellent_Value,2
1063956193858028011,Poor_Value,0
1063961840074968061,Poor_Value,0
1063964411292350087,Fair_Value,1
1064534445250057159,Poor_Value,0
1064536310728603561,Fair_Value,1
1064538127906574594,Poor_Value,0
1064745906939981801,Poor_Value,0
1064824032202357921,Fair_Value,1
1065120893198137888,Poor_Value,0
1065121818030187721,Poor_Value,0
1065122635304746082,Poor_Value,0
1065123269840614335,Poor_Value,0
1065123938675605804,Poor_Value,0
1065124550399469986,Poor_Value,0
1065154640494660641,Poor_Value,0
1065452350495509375,Excellent_Value,2
1065883918237044234,Poor_Value,0
1065884651593853656,Poor_Value,0
1065911187465187637,Poor_Value,0
1066297903257052276,Fair_Value,1
1066470493734034768,Poor_Value,0
1066723706025138296,Fair_Value,1
1067249933571211062,Poor_Value,0
1067256860425158099,Poor_Value,0
1067257599511066534,Poor_Value,0
1067259996715732371,Poor_Value,0
1067472780343387122,Fair_Value,1
1067571829148799060,Fair_Value,1
1068190787516916408,Excellent_Value,2
1068203566391177649,Poor_Value,0
1068392220618227378,Excellent_Value,2
1069049385250852918,Fair_Value,1
1069260425289766460,Poor_Value,0
1069866560062396476,Poor_Value,0
1070721646400195704,Excellent_Value,2
1070842487324108107,Excellent_Value,2
1071127185310159401,Fair_Value,1
1071130428243160556,Excellent_Value,2
1071394251368150496,Excellent_Value,2
1071405485849039888,Excellent_Value,2
1071424016439355144,Excellent_Value,2
1071427623712607018,Excellent_Value,2
1071742391025456767,Fair_Value,1
1072338977675183366,Fair_Value,1
1072434375269976553,Fair_Value,1
1072544311288263585,Fair_Value,1
1072634931849507662,Excellent_Value,2
1073253696491536287,Poor_Value,0
1073369487549471810,Excellent_Value,2
1073427621694139845,Excellent_Value,2
1074346893503771079,Excellent_Value,2
1074362061403591251,Excellent_Value,2
1074629679456140200,Fair_Value,1
1074822609750604127,Fair_Value,1
1074904710315244425,Excellent_Value,2
1074979794899070459,Fair_Value,1
1075005914873993461,Fair_Value,1
1075225199157740591,Fair_Value,1
1075455690093884414,Poor_Value,0
1075527628694943093,Poor_Value,0
1075879315489192451,Poor_Value,0
1076106174897448301,Fair_Value,1
1076226942168021566,Fair_Value,1
1076272775020323539,Poor_Value,0
1076280250235187241,Excellent_Value,2
1076282523247061786,Poor_Value,0
1076282585982214231,Fair_Value,1
1076680574457205816,Poor_Value,0
1076801185343116525,Poor_Value,0
1076824387002504922,Poor_Value,0
1076824435567752150,Fair_Value,1
1077061893984011038,Excellent_Value,2
1077097201325991597,Excellent_Value,2
1077103802416808797,Excellent_Value,2
1077268842858000013,Fair_Value,1
1077652680412720756,Excellent_Value,2
1077996147312552132,Excellent_Value,2
1078312454860177559,Fair_Value,1
1078440942412260049,Excellent_Value,2
1078459021707523905,Excellent_Value,2
1078469700206891804,Excellent_Value,2
1079720063600921981,Excellent_Value,2
1079901628939129528,Poor_Value,0
1079927753844299854,Fair_Value,1
1080417627227473963,Fair_Value,1
1080417739045373107,Poor_Value,0
1080417999456842297,Fair_Value,1
1080418005840968291,Poor_Value,0
1080418251828504439,Fair_Value,1
1080418452250181527,Poor_Value,0
1080434861637737100,Fair_Value,1
1080434868981403963,Fair_Value,1
1080435123065823927,Fair_Value,1
1080487443810446166,Fair_Value,1
1080505839948726766,Poor_Value,0
1080510265048636741,Poor_Value,0
1080511276637715709,Fair_Value,1
1080724560333063344,Excellent_Value,2
1081565725111596167,Excellent_Value,2
1082674665828992746,Fair_Value,1
1082674665907417989,Fair_Value,1
1082924959723119651,Excellent_Value,2
1082952997921429753,Poor_Value,0
1084081305360515988,Fair_Value,1
1084230247961196424,Excellent_Value,2
1084306627664553948,Poor_Value,0
1084699943569684712,Poor_Value,0
1084730141156860768,Poor_Value,0
1084730677851683007,Poor_Value,0
1084993342630163649,Excellent_Value,2
1085141960848827245,Excellent_Value,2
1085154752185699963,Excellent_Value,2
1085235596901827770,Excellent_Value,2
1085644626518119371,Excellent_Value,2
1086384653609070853,Fair_Value,1
1086665630631644991,Poor_Value,0
1086984880570926883,Poor_Value,0
1086985160162696777,Excellent_Value,2
1087044757214941554,Poor_Value,0
1087183785424192807,Poor_Value,0
1087234466932677895,Poor_Value,0
1087440967739439669,Poor_Value,0
1087493048993243263,Fair_Value,1
1087751062674579438,Poor_Value,0
1087786944436668090,Excellent_Value,2
1087876877318479209,Poor_Value,0
1087883439975230989,Poor_Value,0
1088689369105133027,Fair_Value,1
1088759974893446625,Fair_Value,1
1089536635895146341,Fair_Value,1
1090027825528028997,Fair_Value,1
1090135730371650077,Fair_Value,1
1090186321448153239,Poor_Value,0
1090223612582036429,Poor_Value,0
1090272151040455132,Excellent_Value,2
1090360244567209574,Poor_Value,0
1090814921878189620,Poor_Value,0
1091248932492181640,Fair_Value,1
1092102218756897014,Poor_Value,0
1092438528927587542,Fair_Value,1
1092603802813375560,Poor_Value,0
1092716111726364808,Poor_Value,0
1092963913287332046,Poor_Value,0
1093723893925291587,Fair_Value,1
1094319843085032511,Poor_Value,0
1094401007120818470,Excellent_Value,2
1094441993651559533,Fair_Value,1
1094496710504632633,Fair_Value,1
1094714965745649993,Fair_Value,1
1095132205788585803,Fair_Value,1
1095250960474616302,Fair_Value,1
1095868184174719948,Fair_Value,1
1096494698268168712,Fair_Value,1
1096794606386484269,Excellent_Value,2
1097094337212309432,Fair_Value,1
1097113505359390336,Fair_Value,1
1097140131001896070,Excellent_Value,2
1097154363863065470,Poor_Value,0
1097182697647840153,Poor_Value,0
1097211149075882640,Poor_Value,0
1097302516472687220,Fair_Value,1
1097333376050873484,Poor_Value,0
1097430998716618518,Poor_Value,0
1097612336142537971,Poor_Value,0
1097770733542709937,Fair_Value,1
1097880053257234800,Poor_Value,0
1097894611202985500,Poor_Value,0
1097911971393229837,Poor_Value,0
1097920878273074014,Poor_Value,0
1097972701874435919,Fair_Value,1
1098041176192705087,Excellent_Value,2
1098099839314871417,Poor_Value,0
1098105227725246081,Poor_Value,0
1098637743837436217,Fair_Value,1
1099127850284557689,Poor_Value,0
1099578306656028846,Fair_Value,1
1100036337861679529,Fair_Value,1
1100036338126324070,Fair_Value,1
1100130553693127573,Fair_Value,1
1100499948604524665,Poor_Value,0
1100922386173139110,Fair_Value,1
1101122947517302147,Fair_Value,1
1101495515525912139,Fair_Value,1
1101581865971720564,Poor_Value,0
1101585464609805674,Fair_Value,1
1102159096730536221,Excellent_Value,2
1102213303929744573,Fair_Value,1
1102388466014002495,Fair_Value,1
1102891445409567406,Fair_Value,1
1102891463240865735,Fair_Value,1
1103827392818395394,Fair_Value,1
1104376089654245090,Fair_Value,1
1105123788805389301,Poor_Value,0
1105174619061055529,Excellent_Value,2
1105899295088668727,Fair_Value,1
1105908828823516274,Fair_Value,1
1105918193773109666,Fair_Value,1
1105979866884152497,Fair_Value,1
1105980075182176615,Fair_Value,1
1106894077323656368,Excellent_Value,2
1107384550871979597,Poor_Value,0
1107389591801685262,Poor_Value,0
1107441178250348939,Excellent_Value,2
1107519829271170443,Excellent_Value,2
1107532643558075716,Fair_Value,1
1107542903743221094,Fair_Value,1
1107796128282840851,Fair_Value,1
1108091761465812573,Fair_Value,1
1108091761531965678,Fair_Value,1
1109702605063968621,Fair_Value,1
1110188395413595518,Excellent_Value,2
1110278082904116293,Poor_Value,0
1110353824958650843,Excellent_Value,2
1110849551263993639,Fair_Value,1
1110849551461815835,Fair_Value,1
1110849756171153528,Poor_Value,0
1110985533701736598,Poor_Value,0
1110988376733969410,Poor_Value,0
1111170598812433492,Fair_Value,1
1111477772896312796,Excellent_Value,2
1111918518315068227,Fair_Value,1
1112675791440182285,Poor_Value,0
1113054655057737147,Fair_Value,1
1113813784114484469,Poor_Value,0
1114681822423881272,Poor_Value,0
1114803015673249055,Excellent_Value,2
1115294708818351818,Fair_Value,1
1115294708874141373,Fair_Value,1
1115294999347141062,Fair_Value,1
1115295005402778927,Fair_Value,1
1115295175355644481,Fair_Value,1
1115295178231388021,Fair_Value,1
1115295350589977781,Fair_Value,1
1115295351591154609,Fair_Value,1
1115295543712388566,Fair_Value,1
1115308140131907787,Fair_Value,1
1115313827339293143,Excellent_Value,2
1115570481117389967,Excellent_Value,2
1115576480800392570,Poor_Value,0
1115819746880522672,Fair_Value,1
1116267962756053876,Fair_Value,1
1116773805926151337,Poor_Value,0
1116812632361845785,Excellent_Value,2
1116820035062243822,Poor_Value,0
1116820822598935429,Fair_Value,1
1117627691106166233,Fair_Value,1
1117815183037731275,Fair_Value,1
1119519275542668996,Poor_Value,0
1119829271309237341,Poor_Value,0
1120297211167639367,Fair_Value,1
1120373765815660292,Poor_Value,0
1120966016205538943,Excellent_Value,2
1121053426626307188,Fair_Value,1
1121255414168186318,Poor_Value,0
1121359006172499310,Poor_Value,0
1121731358294301529,Poor_Value,0
1121792663962484194,Excellent_Value,2
1121825200863451266,Poor_Value,0
1121825337931690168,Fair_Value,1
1122099274643374155,Poor_Value,0
1122455281855134249,Fair_Value,1
1122455354437585151,Fair_Value,1
1122455427307142091,Fair_Value,1
1122455469003308471,Fair_Value,1
1122583601240894624,Fair_Value,1
1123402670568038006,Fair_Value,1
1123404164127010385,Poor_Value,0
1123443384344671056,Fair_Value,1
1123974988019861594,Fair_Value,1
1124869534504407724,Fair_Value,1
1124869534527301139,Poor_Value,0
1124869676164945708,Fair_Value,1
1124871792836247465,Fair_Value,1
1126021462324841333,Poor_Value,0
1126280190990324905,Fair_Value,1
1126282758455541744,Poor_Value,0
1126282762827671321,Fair_Value,1
1126282914375347129,Fair_Value,1
1126594001927525975,Fair_Value,1
1127004292751706438,Poor_Value,0
1127066223842700403,Fair_Value,1
1127180307634019110,Excellent_Value,2
1127338448162085692,Fair_Value,1
1127747020848806054,Fair_Value,1
1128096927840820211,Fair_Value,1
1128232550240996953,Excellent_Value,2
1128409794397871465,Excellent_Value,2
1129984019874568407,Poor_Value,0
1130369502804515605,Poor_Value,0
1130369504534544316,Fair_Value,1
1130369733670711238,Fair_Value,1
1130369734965797223,Fair_Value,1
1130372834188367010,Poor_Value,0
1130372841095951474,Fair_Value,1
1130372843370051959,Fair_Value,1
1130372868374440655,Fair_Value,1
1130372875355788298,Fair_Value,1
1130372884990983616,Fair_Value,1
1130372885597064695,Fair_Value,1
1130373127286636822,Fair_Value,1
1130373128291950952,Fair_Value,1
1130373135495330733,Fair_Value,1
1130373136421903081,Fair_Value,1
1130373137833554415,Fair_Value,1
1130373137975268186,Fair_Value,1
1130373140579501330,Fair_Value,1
1130373142570680599,Fair_Value,1
1130376478094121403,Fair_Value,1
1130376501123617613,Fair_Value,1
1130380528449366099,Fair_Value,1
1130380537980459134,Fair_Value,1
1130381507335846785,Fair_Value,1
1130381517453346961,Fair_Value,1
1130381934368458109,Fair_Value,1
1130381959403512574,Fair_Value,1
1130604097691664342,Excellent_Value,2
1130724542234160562,Fair_Value,1
1130865946153741905,Fair_Value,1
1131156806833505548,Fair_Value,1
1131393961109681229,Poor_Value,0
1131578237651491879,Fair_Value,1
1131578471073673286,Fair_Value,1
1131578965856984508,Fair_Value,1
1131579116687634497,Fair_Value,1
1132393089725540369,Fair_Value,1
1132714411052392674,Fair_Value,1
1133090559451954266,Poor_Value,0
1133399341737500640,Excellent_Value,2
1133404090161914795,Poor_Value,0
1133553237995521150,Fair_Value,1
1133577709033350621,Excellent_Value,2
1134805197946399022,Excellent_Value,2
1134824552094135061,Excellent_Value,2
1134874131552002854,Poor_Value,0
1135082675285618984,Poor_Value,0
1135124809472163540,Fair_Value,1
1135151385010602011,Poor_Value,0
1135663779743435251,Fair_Value,1
1135842697058064212,Excellent_Value,2
1135869544340985278,Poor_Value,0
1136357730256596191,Fair_Value,1
1136949224983859638,Excellent_Value,2
1137286492213515200,Fair_Value,1
1137291958406915363,Fair_Value,1
1137343964701251835,Poor_Value,0
1137360744120066552,Poor_Value,0
1137760989447910662,Excellent_Value,2
1137860297284534244,Fair_Value,1
1138534242605848641,Fair_Value,1
1138654221311862653,Excellent_Value,2
1140507234098134457,Poor_Value,0
1140508302588209775,Poor_Value,0
1140613571597099509,Excellent_Value,2
1140798460603947665,Poor_Value,0
1140970263377110828,Excellent_Value,2
1141057989425352838,Poor_Value,0
1141064235298976733,Poor_Value,0
1141068685583253802,Poor_Value,0
1141072818405991168,Fair_Value,1
1141284626297726620,Fair_Value,1
1141437052944897297,Fair_Value,1
1141733077012152917,Poor_Value,0
1141744273298188199,Fair_Value,1
1141753394203429693,Fair_Value,1
1141758244074308212,Poor_Value,0
1142060904526960940,Excellent_Value,2
1142064320690317377,Excellent_Value,2
1142066368546563515,Poor_Value,0
1142212758664077380,Poor_Value,0
1142343229698432755,Fair_Value,1
1142958986325196748,Excellent_Value,2
1143417346062970157,Poor_Value,0
1143417900890034650,Poor_Value,0
1143418442687783038,Poor_Value,0
1143418981002976139,Poor_Value,0
1143425281879659792,Poor_Value,0
1143574976127303501,Excellent_Value,2
1143852871915186571,Poor_Value,0
1143857400596372600,Poor_Value,0
1143858391937460207,Poor_Value,0
1143859390340759947,Poor_Value,0
1143915268431414283,Poor_Value,0
1143916280119840417,Poor_Value,0
1143917796646354706,Poor_Value,0
1143918419419414196,Poor_Value,0
1143919883290004893,Poor_Value,0
1143920492851572241,Poor_Value,0
1143921311335549210,Poor_Value,0
1143921730542855067,Poor_Value,0
1143922907305673818,Fair_Value,1
1143923492109246077,Poor_Value,0
1143942431974818782,Poor_Value,0
1143952502234626161,Poor_Value,0
1144536218756350085,Poor_Value,0
1144748798520861545,Poor_Value,0
1144749805875013981,Poor_Value,0
1144750473109494101,Poor_Value,0
1144751132363998451,Poor_Value,0
1144752344299039548,Poor_Value,0
1144753179973491172,Poor_Value,0
1144756141928088960,Poor_Value,0
1144756877566143895,Poor_Value,0
1144758948885281565,Fair_Value,1
1144765852257984028,Poor_Value,0
1144767417938873415,Poor_Value,0
1144769575690519822,Poor_Value,0
1144775112989409190,Poor_Value,0
1144790561932730647,Fair_Value,1
1145763412212332821,Excellent_Value,2
1145773541596244779,Excellent_Value,2
1145774783742250841,Poor_Value,0
1145811909675782465,Poor_Value,0
1145978648814560230,Poor_Value,0
1146242997969717720,Poor_Value,0
1147099280790110350,Poor_Value,0
1147315966460622544,Poor_Value,0
1147385673223775689,Fair_Value,1
1147690165389504279,Poor_Value,0
1147838639030449320,Poor_Value,0
1148124773667590362,Excellent_Value,2
1148740113142093563,Fair_Value,1
1149501387870550273,Excellent_Value,2
1150831944905051624,Excellent_Value,2
1150880693133984393,Excellent_Value,2
1151019870735780772,Excellent_Value,2
1151193070207882146,Fair_Value,1
1151711650677360167,Fair_Value,1
1151804287972378709,Fair_Value,1
1151811976430635886,Excellent_Value,2
1151883215641739542,Poor_Value,0
1152199467489431478,Excellent_Value,2
1152356012288504541,Poor_Value,0
1152868487393288058,Excellent_Value,2
1152923284505503060,Fair_Value,1
1152947859307772889,Fair_Value,1
1153092004307127582,Fair_Value,1
1153912144146904866,Fair_Value,1
1154485217275822676,Poor_Value,0
1155435406171991528,Fair_Value,1
1156007065133200289,Excellent_Value,2
1156443694955649848,Poor_Value,0
1156551380854031215,Poor_Value,0
1156562751806298963,Fair_Value,1
1156580589731478632,Excellent_Value,2
1156878517600864671,Poor_Value,0
1156894671184377503,Poor_Value,0
1157339056133003435,Poor_Value,0
1157605568875386978,Poor_Value,0
1158061505389692620,Poor_Value,0
1158063164891809038,Excellent_Value,2
1158068732426365988,Excellent_Value,2
1158314844668332853,Fair_Value,1
1158728739280775744,Poor_Value,0
1158955717318845574,Excellent_Value,2
1159143988678330550,Excellent_Value,2
1159487005688049536,Fair_Value,1
1159814884576985231,Fair_Value,1
1159954878150524195,Fair_Value,1
1160099395793083578,Excellent_Value,2
1160391589560260261,Excellent_Value,2
1160704774802685067,Fair_Value,1
1161171031789468798,Excellent_Value,2
1161177920803965430,Excellent_Value,2
1161183464308894040,Excellent_Value,2
1161187259638370375,Excellent_Value,2
1161241962365378838,Poor_Value,0
1161267476226972345,Fair_Value,1
1161679417361934693,Poor_Value,0
1161766892232003711,Poor_Value,0
1162313708175315619,Poor_Value,0
1162313714782032978,Fair_Value,1
1162313932306740455,Fair_Value,1
1162313932966951654,Fair_Value,1
1162314144982976631,Fair_Value,1
1162314251876203437,Fair_Value,1
1162363093598910311,Poor_Value,0
1162496080594343647,Poor_Value,0
1162623661763140708,Poor_Value,0
1163134633074176374,Fair_Value,1
1164464871485564717,Excellent_Value,2
1164664222859656920,Fair_Value,1
1164709623767260139,Poor_Value,0
1165247525354749787,Excellent_Value,2
1166262435640927030,Fair_Value,1
1166608081043226905,Poor_Value,0
1166792440980944630,Poor_Value,0
1166866075208389367,Poor_Value,0
1166889624822005811,Excellent_Value,2
1168904590479555998,Excellent_Value,2
1169094992242859847,Excellent_Value,2
1169166206774490782,Poor_Value,0
1169713204555557531,Fair_Value,1
1170648805281965887,Excellent_Value,2
1171036750094691528,Excellent_Value,2
1172239874296814271,Poor_Value,0
1172776819196108931,Poor_Value,0
1173229288261848661,Excellent_Value,2
1173239660602089559,Poor_Value,0
1173429611304738639,Poor_Value,0
1173939039281748689,Excellent_Value,2
1174165078848829073,Poor_Value,0
1174551444960364409,Poor_Value,0
1174932703986981806,Excellent_Value,2
1174964040248090377,Fair_Value,1
1176305509859774590,Fair_Value,1
